"","label","AUC","precision","recall","accuracy","TP","FP","FN","TN","TPR","FPR"
"1","survived","0.6118",0.946564885496183,1,0.946564885496183,124,7,0,0,1,1
"2","survived","0.6118",0.946564885496183,1,0.946564885496183,124,7,0,0,1,1
"3","survived","0.6118",0.946564885496183,1,0.946564885496183,124,7,0,0,1,1
"4","survived","0.6118",0.946564885496183,1,0.946564885496183,124,7,0,0,1,1
"5","survived","0.6118",0.946564885496183,1,0.946564885496183,124,7,0,0,1,1
"6","survived","0.6118",0.946564885496183,1,0.946564885496183,124,7,0,0,1,1
"7","survived","0.6118",0.946564885496183,1,0.946564885496183,124,7,0,0,1,1
"8","survived","0.6118",0.946564885496183,1,0.946564885496183,124,7,0,0,1,1
"9","survived","0.6118",0.946564885496183,1,0.946564885496183,124,7,0,0,1,1
"10","survived","0.6118",0.946564885496183,1,0.946564885496183,124,7,0,0,1,1
"11","survived","0.6118",0.946564885496183,1,0.946564885496183,124,7,0,0,1,1
"12","survived","0.6118",0.946564885496183,1,0.946564885496183,124,7,0,0,1,1
"13","survived","0.6118",0.946564885496183,1,0.946564885496183,124,7,0,0,1,1
"14","survived","0.6118",0.946564885496183,1,0.946564885496183,124,7,0,0,1,1
"15","survived","0.6118",0.946564885496183,1,0.946564885496183,124,7,0,0,1,1
"16","survived","0.6118",0.946564885496183,1,0.946564885496183,124,7,0,0,1,1
"17","survived","0.6118",0.946564885496183,1,0.946564885496183,124,7,0,0,1,1
"18","survived","0.6118",0.946564885496183,1,0.946564885496183,124,7,0,0,1,1
"19","survived","0.6118",0.946564885496183,1,0.946564885496183,124,7,0,0,1,1
"20","survived","0.6118",0.946564885496183,1,0.946564885496183,124,7,0,0,1,1
"21","survived","0.6118",0.946564885496183,1,0.946564885496183,124,7,0,0,1,1
"22","survived","0.6118",0.946564885496183,1,0.946564885496183,124,7,0,0,1,1
"23","survived","0.6118",0.946564885496183,1,0.946564885496183,124,7,0,0,1,1
"24","survived","0.6118",0.946564885496183,1,0.946564885496183,124,7,0,0,1,1
"25","survived","0.6118",0.946564885496183,1,0.946564885496183,124,7,0,0,1,1
"26","survived","0.6118",0.946564885496183,1,0.946564885496183,124,7,0,0,1,1
"27","survived","0.6118",0.946564885496183,1,0.946564885496183,124,7,0,0,1,1
"28","survived","0.6118",0.946564885496183,1,0.946564885496183,124,7,0,0,1,1
"29","survived","0.6118",0.946564885496183,1,0.946564885496183,124,7,0,0,1,1
"30","survived","0.6118",0.946564885496183,1,0.946564885496183,124,7,0,0,1,1
"31","survived","0.6118",0.946564885496183,1,0.946564885496183,124,7,0,0,1,1
"32","survived","0.6118",0.946564885496183,1,0.946564885496183,124,7,0,0,1,1
"33","survived","0.6118",0.946564885496183,1,0.946564885496183,124,7,0,0,1,1
"34","survived","0.6118",0.946564885496183,1,0.946564885496183,124,7,0,0,1,1
"35","survived","0.6118",0.946564885496183,1,0.946564885496183,124,7,0,0,1,1
"36","survived","0.6118",0.946564885496183,1,0.946564885496183,124,7,0,0,1,1
"37","survived","0.6118",0.946564885496183,1,0.946564885496183,124,7,0,0,1,1
"38","survived","0.6118",0.946564885496183,1,0.946564885496183,124,7,0,0,1,1
"39","survived","0.6118",0.946564885496183,1,0.946564885496183,124,7,0,0,1,1
"40","survived","0.6118",0.946564885496183,1,0.946564885496183,124,7,0,0,1,1
"41","survived","0.6118",0.946564885496183,1,0.946564885496183,124,7,0,0,1,1
"42","survived","0.6118",0.946564885496183,1,0.946564885496183,124,7,0,0,1,1
"43","survived","0.6118",0.946564885496183,1,0.946564885496183,124,7,0,0,1,1
"44","survived","0.6118",0.946564885496183,1,0.946564885496183,124,7,0,0,1,1
"45","survived","0.6118",0.946564885496183,1,0.946564885496183,124,7,0,0,1,1
"46","survived","0.6118",0.946564885496183,1,0.946564885496183,124,7,0,0,1,1
"47","survived","0.6118",0.946153846153846,0.991935483870968,0.938931297709924,123,7,1,0,0.991935483870968,1
"48","survived","0.6118",0.959349593495935,0.951612903225806,0.916030534351145,118,5,6,2,0.951612903225806,0.714285714285714
"49","survived","0.6118",0.96,0.774193548387097,0.755725190839695,96,4,28,3,0.774193548387097,0.571428571428571
"50","survived","0.6118",0.962025316455696,0.612903225806452,0.610687022900763,76,3,48,4,0.612903225806452,0.428571428571429
"51","survived","0.6118",0.96875,0.5,0.511450381679389,62,2,62,5,0.5,0.285714285714286
"52","survived","0.6118",0.961538461538462,0.403225806451613,0.419847328244275,50,2,74,5,0.403225806451613,0.285714285714286
"53","survived","0.6118",0.933333333333333,0.225806451612903,0.251908396946565,28,2,96,5,0.225806451612903,0.285714285714286
"54","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"55","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"56","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"57","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"58","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"59","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"60","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"61","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"62","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"63","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"64","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"65","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"66","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"67","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"68","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"69","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"70","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"71","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"72","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"73","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"74","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"75","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"76","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"77","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"78","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"79","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"80","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"81","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"82","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"83","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"84","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"85","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"86","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"87","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"88","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"89","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"90","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"91","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"92","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"93","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"94","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"95","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"96","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"97","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"98","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"99","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"100","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"101","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"102","survived","0.6118",1,0,0.0534351145038168,0,0,124,7,0,0
"103","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"104","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"105","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"106","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"107","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"108","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"109","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"110","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"111","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"112","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"113","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"114","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"115","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"116","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"117","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"118","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"119","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"120","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"121","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"122","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"123","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"124","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"125","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"126","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"127","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"128","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"129","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"130","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"131","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"132","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"133","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"134","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"135","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"136","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"137","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"138","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"139","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"140","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"141","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"142","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"143","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"144","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"145","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"146","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"147","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"148","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"149","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"150","died","0.6118",0.0534351145038168,1,0.0534351145038168,7,124,0,0,1,1
"151","died","0.6118",0.0495049504950495,0.714285714285714,0.251908396946565,5,96,2,28,0.714285714285714,0.774193548387097
"152","died","0.6118",0.0632911392405063,0.714285714285714,0.419847328244275,5,74,2,50,0.714285714285714,0.596774193548387
